Sample in Buffer,Sample in Window,TRIGGER,Aquila_SoC/RISCV_CORE0/BPU_Profiler/incorrect_predictions_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/prediction_accuracy_denominator_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/mispred_penalty_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/total_branches_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/cpi_denominator_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/correct_predictions_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/bht_hits_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/bht_hit_rate_numerator_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/bht_misses_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/bht_hit_rate_denominator_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/prediction_accuracy_numerator_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/instruction_completed_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/fetch_pc_debug[31:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/execution_cycles_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/cpi_numerator_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/penalty_counting_debug
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED,SIGNED,SIGNED,HEX,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,HEX,HEX,HEX,HEX,HEX
2551,2551,0,12494012,269963968,13775966,277768858,000000004ce316af,257469957,39962902,39962902,262874148,302837049,257469956,000000004ce316b0,00000604,000000005af85efc,000000005af85efb,0
2552,2552,0,12494012,269963969,13775966,277768858,000000004ce316b0,257469957,39962902,39962902,262874148,302837050,257469957,000000004ce316b1,00000604,000000005af85efd,000000005af85efc,0
2553,2553,0,12494012,269963969,13775966,277768858,000000004ce316b1,257469957,39962902,39962902,262874148,302837050,257469957,000000004ce316b1,00000604,000000005af85efd,000000005af85efd,0
2554,2554,0,12494012,269963969,13775966,277768858,000000004ce316b1,257469957,39962902,39962902,262874148,302837050,257469957,000000004ce316b2,000005fc,000000005af85efe,000000005af85efd,0
2555,2555,0,12494012,269963969,13775966,277768858,000000004ce316b2,257469957,39962902,39962902,262874148,302837050,257469957,000000004ce316b2,00000600,000000005af85eff,000000005af85efe,0
2556,2556,0,12494012,269963969,13775966,277768859,000000004ce316b2,257469958,39962902,39962902,262874149,302837050,257469957,000000004ce316b3,00000604,000000005af85f00,000000005af85eff,0
2557,2557,0,12494012,269963970,13775966,277768859,000000004ce316b3,257469958,39962902,39962902,262874149,302837051,257469958,000000004ce316b4,00000604,000000005af85f01,000000005af85f00,0
2558,2558,0,12494012,269963970,13775966,277768859,000000004ce316b4,257469958,39962902,39962902,262874149,302837051,257469958,000000004ce316b4,00000604,000000005af85f01,000000005af85f01,0
2559,2559,0,12494012,269963970,13775966,277768859,000000004ce316b4,257469958,39962902,39962902,262874149,302837051,257469958,000000004ce316b5,000005fc,000000005af85f02,000000005af85f01,0
2560,2560,0,12494012,269963970,13775966,277768859,000000004ce316b5,257469958,39962902,39962902,262874149,302837051,257469958,000000004ce316b5,00000600,000000005af85f03,000000005af85f02,0
2561,2561,0,12494012,269963970,13775966,277768860,000000004ce316b5,257469959,39962902,39962902,262874150,302837051,257469958,000000004ce316b6,00000604,000000005af85f04,000000005af85f03,0
2562,2562,0,12494012,269963971,13775966,277768860,000000004ce316b6,257469959,39962902,39962902,262874150,302837052,257469959,000000004ce316b7,00000604,000000005af85f05,000000005af85f04,0
2563,2563,0,12494012,269963971,13775966,277768860,000000004ce316b7,257469959,39962902,39962902,262874150,302837052,257469959,000000004ce316b7,00000604,000000005af85f05,000000005af85f05,0
2564,2564,0,12494012,269963971,13775966,277768860,000000004ce316b7,257469959,39962902,39962902,262874150,302837052,257469959,000000004ce316b8,000005fc,000000005af85f06,000000005af85f05,0
2565,2565,0,12494012,269963971,13775966,277768860,000000004ce316b8,257469959,39962902,39962902,262874150,302837052,257469959,000000004ce316b8,00000600,000000005af85f07,000000005af85f06,0
2566,2566,0,12494012,269963971,13775966,277768861,000000004ce316b8,257469960,39962902,39962902,262874151,302837052,257469959,000000004ce316b9,00000604,000000005af85f08,000000005af85f07,0
2567,2567,0,12494012,269963972,13775966,277768861,000000004ce316b9,257469960,39962902,39962902,262874151,302837053,257469960,000000004ce316ba,00000604,000000005af85f09,000000005af85f08,0
2568,2568,0,12494012,269963972,13775966,277768861,000000004ce316ba,257469960,39962902,39962902,262874151,302837053,257469960,000000004ce316ba,00000604,000000005af85f09,000000005af85f09,0
2569,2569,0,12494012,269963972,13775966,277768861,000000004ce316ba,257469960,39962902,39962902,262874151,302837053,257469960,000000004ce316bb,000005fc,000000005af85f0a,000000005af85f09,0
2570,2570,0,12494012,269963972,13775966,277768861,000000004ce316bb,257469960,39962902,39962902,262874151,302837053,257469960,000000004ce316bb,00000600,000000005af85f0b,000000005af85f0a,0
2571,2571,0,12494012,269963972,13775966,277768862,000000004ce316bb,257469961,39962902,39962902,262874152,302837053,257469960,000000004ce316bc,00000604,000000005af85f0c,000000005af85f0b,0
2572,2572,0,12494012,269963973,13775966,277768862,000000004ce316bc,257469961,39962902,39962902,262874152,302837054,257469961,000000004ce316bd,00000604,000000005af85f0d,000000005af85f0c,0
2573,2573,0,12494012,269963973,13775966,277768862,000000004ce316bd,257469961,39962902,39962902,262874152,302837054,257469961,000000004ce316bd,00000604,000000005af85f0d,000000005af85f0d,0
2574,2574,0,12494012,269963973,13775966,277768862,000000004ce316bd,257469961,39962902,39962902,262874152,302837054,257469961,000000004ce316be,000005fc,000000005af85f0e,000000005af85f0d,0
2575,2575,0,12494012,269963973,13775966,277768862,000000004ce316be,257469961,39962902,39962902,262874152,302837054,257469961,000000004ce316be,00000600,000000005af85f0f,000000005af85f0e,0
2576,2576,0,12494012,269963973,13775966,277768863,000000004ce316be,257469962,39962902,39962902,262874153,302837054,257469961,000000004ce316bf,00000604,000000005af85f10,000000005af85f0f,0
2577,2577,0,12494012,269963974,13775966,277768863,000000004ce316bf,257469962,39962902,39962902,262874153,302837055,257469962,000000004ce316c0,00000604,000000005af85f11,000000005af85f10,0
2578,2578,0,12494012,269963974,13775966,277768863,000000004ce316c0,257469962,39962902,39962902,262874153,302837055,257469962,000000004ce316c0,00000604,000000005af85f11,000000005af85f11,0
2579,2579,0,12494012,269963974,13775966,277768863,000000004ce316c0,257469962,39962902,39962902,262874153,302837055,257469962,000000004ce316c1,000005fc,000000005af85f12,000000005af85f11,0
2580,2580,0,12494012,269963974,13775966,277768863,000000004ce316c1,257469962,39962902,39962902,262874153,302837055,257469962,000000004ce316c1,00000600,000000005af85f13,000000005af85f12,0
2581,2581,0,12494012,269963974,13775966,277768864,000000004ce316c1,257469963,39962902,39962902,262874154,302837055,257469962,000000004ce316c2,00000604,000000005af85f14,000000005af85f13,0
2582,2582,0,12494012,269963975,13775966,277768864,000000004ce316c2,257469963,39962902,39962902,262874154,302837056,257469963,000000004ce316c3,00000604,000000005af85f15,000000005af85f14,0
2583,2583,0,12494012,269963975,13775966,277768864,000000004ce316c3,257469963,39962902,39962902,262874154,302837056,257469963,000000004ce316c3,00000604,000000005af85f15,000000005af85f15,0
2584,2584,0,12494012,269963975,13775966,277768864,000000004ce316c3,257469963,39962902,39962902,262874154,302837056,257469963,000000004ce316c4,000005fc,000000005af85f16,000000005af85f15,0
2585,2585,0,12494012,269963975,13775966,277768864,000000004ce316c4,257469963,39962902,39962902,262874154,302837056,257469963,000000004ce316c4,00000600,000000005af85f17,000000005af85f16,0
2586,2586,0,12494012,269963975,13775966,277768865,000000004ce316c4,257469964,39962902,39962902,262874155,302837056,257469963,000000004ce316c5,00000604,000000005af85f18,000000005af85f17,0
2587,2587,0,12494012,269963976,13775966,277768865,000000004ce316c5,257469964,39962902,39962902,262874155,302837057,257469964,000000004ce316c6,00000604,000000005af85f19,000000005af85f18,0
2588,2588,0,12494012,269963976,13775966,277768865,000000004ce316c6,257469964,39962902,39962902,262874155,302837057,257469964,000000004ce316c6,00000604,000000005af85f19,000000005af85f19,0
2589,2589,0,12494012,269963976,13775966,277768865,000000004ce316c6,257469964,39962902,39962902,262874155,302837057,257469964,000000004ce316c7,000005fc,000000005af85f1a,000000005af85f19,0
2590,2590,0,12494012,269963976,13775966,277768865,000000004ce316c7,257469964,39962902,39962902,262874155,302837057,257469964,000000004ce316c7,00000600,000000005af85f1b,000000005af85f1a,0
2591,2591,0,12494012,269963976,13775966,277768866,000000004ce316c7,257469965,39962902,39962902,262874156,302837057,257469964,000000004ce316c8,00000604,000000005af85f1c,000000005af85f1b,0
2592,2592,0,12494012,269963977,13775966,277768866,000000004ce316c8,257469965,39962902,39962902,262874156,302837058,257469965,000000004ce316c9,00000604,000000005af85f1d,000000005af85f1c,0
2593,2593,0,12494012,269963977,13775966,277768866,000000004ce316c9,257469965,39962902,39962902,262874156,302837058,257469965,000000004ce316c9,00000604,000000005af85f1d,000000005af85f1d,0
2594,2594,0,12494012,269963977,13775966,277768866,000000004ce316c9,257469965,39962902,39962902,262874156,302837058,257469965,000000004ce316ca,000005fc,000000005af85f1e,000000005af85f1d,0
2595,2595,0,12494012,269963977,13775966,277768866,000000004ce316ca,257469965,39962902,39962902,262874156,302837058,257469965,000000004ce316ca,00000600,000000005af85f1f,000000005af85f1e,0
2596,2596,0,12494012,269963977,13775966,277768867,000000004ce316ca,257469966,39962902,39962902,262874157,302837058,257469965,000000004ce316cb,00000604,000000005af85f20,000000005af85f1f,0
2597,2597,0,12494012,269963978,13775966,277768867,000000004ce316cb,257469966,39962902,39962902,262874157,302837059,257469966,000000004ce316cc,00000604,000000005af85f21,000000005af85f20,0
2598,2598,0,12494012,269963978,13775966,277768867,000000004ce316cc,257469966,39962902,39962902,262874157,302837059,257469966,000000004ce316cc,00000604,000000005af85f21,000000005af85f21,0
2599,2599,0,12494012,269963978,13775966,277768867,000000004ce316cc,257469966,39962902,39962902,262874157,302837059,257469966,000000004ce316cd,000005fc,000000005af85f22,000000005af85f21,0
2600,2600,0,12494012,269963978,13775966,277768867,000000004ce316cd,257469966,39962902,39962902,262874157,302837059,257469966,000000004ce316cd,00000600,000000005af85f23,000000005af85f22,0
2601,2601,0,12494012,269963978,13775966,277768868,000000004ce316cd,257469967,39962902,39962902,262874158,302837059,257469966,000000004ce316ce,00000604,000000005af85f24,000000005af85f23,0
2602,2602,0,12494012,269963979,13775966,277768868,000000004ce316ce,257469967,39962902,39962902,262874158,302837060,257469967,000000004ce316cf,00000604,000000005af85f25,000000005af85f24,0
2603,2603,0,12494012,269963979,13775966,277768868,000000004ce316cf,257469967,39962902,39962902,262874158,302837060,257469967,000000004ce316cf,00000604,000000005af85f25,000000005af85f25,0
2604,2604,0,12494012,269963979,13775966,277768868,000000004ce316cf,257469967,39962902,39962902,262874158,302837060,257469967,000000004ce316d0,000005fc,000000005af85f26,000000005af85f25,0
2605,2605,0,12494012,269963979,13775966,277768868,000000004ce316d0,257469967,39962902,39962902,262874158,302837060,257469967,000000004ce316d0,00000600,000000005af85f27,000000005af85f26,0
2606,2606,0,12494012,269963979,13775966,277768869,000000004ce316d0,257469968,39962902,39962902,262874159,302837060,257469967,000000004ce316d1,00000604,000000005af85f28,000000005af85f27,0
2607,2607,0,12494012,269963980,13775966,277768869,000000004ce316d1,257469968,39962902,39962902,262874159,302837061,257469968,000000004ce316d2,00000604,000000005af85f29,000000005af85f28,0
2608,2608,0,12494012,269963980,13775966,277768869,000000004ce316d2,257469968,39962902,39962902,262874159,302837061,257469968,000000004ce316d2,00000604,000000005af85f29,000000005af85f29,0
2609,2609,0,12494012,269963980,13775966,277768869,000000004ce316d2,257469968,39962902,39962902,262874159,302837061,257469968,000000004ce316d3,000005fc,000000005af85f2a,000000005af85f29,0
2610,2610,0,12494012,269963980,13775966,277768869,000000004ce316d3,257469968,39962902,39962902,262874159,302837061,257469968,000000004ce316d3,00000600,000000005af85f2b,000000005af85f2a,0
2611,2611,0,12494012,269963980,13775966,277768870,000000004ce316d3,257469969,39962902,39962902,262874160,302837061,257469968,000000004ce316d4,00000604,000000005af85f2c,000000005af85f2b,0
2612,2612,0,12494012,269963981,13775966,277768870,000000004ce316d4,257469969,39962902,39962902,262874160,302837062,257469969,000000004ce316d5,00000604,000000005af85f2d,000000005af85f2c,0
2613,2613,0,12494012,269963981,13775966,277768870,000000004ce316d5,257469969,39962902,39962902,262874160,302837062,257469969,000000004ce316d5,00000604,000000005af85f2d,000000005af85f2d,0
2614,2614,0,12494012,269963981,13775966,277768870,000000004ce316d5,257469969,39962902,39962902,262874160,302837062,257469969,000000004ce316d6,000005fc,000000005af85f2e,000000005af85f2d,0
2615,2615,0,12494012,269963981,13775966,277768870,000000004ce316d6,257469969,39962902,39962902,262874160,302837062,257469969,000000004ce316d6,00000600,000000005af85f2f,000000005af85f2e,0
2616,2616,0,12494012,269963981,13775966,277768871,000000004ce316d6,257469970,39962902,39962902,262874161,302837062,257469969,000000004ce316d7,00000604,000000005af85f30,000000005af85f2f,0
2617,2617,0,12494012,269963982,13775966,277768871,000000004ce316d7,257469970,39962902,39962902,262874161,302837063,257469970,000000004ce316d8,00000604,000000005af85f31,000000005af85f30,0
2618,2618,0,12494012,269963982,13775966,277768871,000000004ce316d8,257469970,39962902,39962902,262874161,302837063,257469970,000000004ce316d8,00000604,000000005af85f31,000000005af85f31,0
2619,2619,0,12494012,269963982,13775966,277768871,000000004ce316d8,257469970,39962902,39962902,262874161,302837063,257469970,000000004ce316d9,000005fc,000000005af85f32,000000005af85f31,0
2620,2620,0,12494012,269963982,13775966,277768871,000000004ce316d9,257469970,39962902,39962902,262874161,302837063,257469970,000000004ce316d9,00000600,000000005af85f33,000000005af85f32,0
2621,2621,0,12494012,269963982,13775966,277768872,000000004ce316d9,257469971,39962902,39962902,262874162,302837063,257469970,000000004ce316da,00000604,000000005af85f34,000000005af85f33,0
2622,2622,0,12494012,269963983,13775966,277768872,000000004ce316da,257469971,39962902,39962902,262874162,302837064,257469971,000000004ce316db,00000604,000000005af85f35,000000005af85f34,0
2623,2623,0,12494012,269963983,13775966,277768872,000000004ce316db,257469971,39962902,39962902,262874162,302837064,257469971,000000004ce316db,00000604,000000005af85f35,000000005af85f35,0
2624,2624,0,12494012,269963983,13775966,277768872,000000004ce316db,257469971,39962902,39962902,262874162,302837064,257469971,000000004ce316dc,000005fc,000000005af85f36,000000005af85f35,0
2625,2625,0,12494012,269963983,13775966,277768872,000000004ce316dc,257469971,39962902,39962902,262874162,302837064,257469971,000000004ce316dc,00000600,000000005af85f37,000000005af85f36,0
2626,2626,0,12494012,269963983,13775966,277768873,000000004ce316dc,257469972,39962902,39962902,262874163,302837064,257469971,000000004ce316dd,00000604,000000005af85f38,000000005af85f37,0
2627,2627,0,12494012,269963984,13775966,277768873,000000004ce316dd,257469972,39962902,39962902,262874163,302837065,257469972,000000004ce316de,00000604,000000005af85f39,000000005af85f38,0
2628,2628,0,12494012,269963984,13775966,277768873,000000004ce316de,257469972,39962902,39962902,262874163,302837065,257469972,000000004ce316de,00000604,000000005af85f39,000000005af85f39,0
2629,2629,0,12494012,269963984,13775966,277768873,000000004ce316de,257469972,39962902,39962902,262874163,302837065,257469972,000000004ce316df,000005fc,000000005af85f3a,000000005af85f39,0
2630,2630,0,12494012,269963984,13775966,277768873,000000004ce316df,257469972,39962902,39962902,262874163,302837065,257469972,000000004ce316df,00000600,000000005af85f3b,000000005af85f3a,0
2631,2631,0,12494012,269963984,13775966,277768874,000000004ce316df,257469973,39962902,39962902,262874164,302837065,257469972,000000004ce316e0,00000604,000000005af85f3c,000000005af85f3b,0
2632,2632,0,12494012,269963985,13775966,277768874,000000004ce316e0,257469973,39962902,39962902,262874164,302837066,257469973,000000004ce316e1,00000604,000000005af85f3d,000000005af85f3c,0
2633,2633,0,12494012,269963985,13775966,277768874,000000004ce316e1,257469973,39962902,39962902,262874164,302837066,257469973,000000004ce316e1,00000604,000000005af85f3d,000000005af85f3d,0
2634,2634,0,12494012,269963985,13775966,277768874,000000004ce316e1,257469973,39962902,39962902,262874164,302837066,257469973,000000004ce316e2,000005fc,000000005af85f3e,000000005af85f3d,0
2635,2635,0,12494012,269963985,13775966,277768874,000000004ce316e2,257469973,39962902,39962902,262874164,302837066,257469973,000000004ce316e2,00000600,000000005af85f3f,000000005af85f3e,0
2636,2636,0,12494012,269963985,13775966,277768875,000000004ce316e2,257469974,39962902,39962902,262874165,302837066,257469973,000000004ce316e3,00000604,000000005af85f40,000000005af85f3f,0
2637,2637,0,12494012,269963986,13775966,277768875,000000004ce316e3,257469974,39962902,39962902,262874165,302837067,257469974,000000004ce316e4,00000604,000000005af85f41,000000005af85f40,0
2638,2638,0,12494012,269963986,13775966,277768875,000000004ce316e4,257469974,39962902,39962902,262874165,302837067,257469974,000000004ce316e4,00000604,000000005af85f41,000000005af85f41,0
2639,2639,0,12494012,269963986,13775966,277768875,000000004ce316e4,257469974,39962902,39962902,262874165,302837067,257469974,000000004ce316e5,000005fc,000000005af85f42,000000005af85f41,0
2640,2640,0,12494012,269963986,13775966,277768875,000000004ce316e5,257469974,39962902,39962902,262874165,302837067,257469974,000000004ce316e5,00000600,000000005af85f43,000000005af85f42,0
2641,2641,0,12494012,269963986,13775966,277768876,000000004ce316e5,257469975,39962902,39962902,262874166,302837067,257469974,000000004ce316e6,00000604,000000005af85f44,000000005af85f43,0
2642,2642,0,12494012,269963987,13775966,277768876,000000004ce316e6,257469975,39962902,39962902,262874166,302837068,257469975,000000004ce316e7,00000604,000000005af85f45,000000005af85f44,0
2643,2643,0,12494012,269963987,13775966,277768876,000000004ce316e7,257469975,39962902,39962902,262874166,302837068,257469975,000000004ce316e7,00000604,000000005af85f45,000000005af85f45,0
2644,2644,0,12494012,269963987,13775966,277768876,000000004ce316e7,257469975,39962902,39962902,262874166,302837068,257469975,000000004ce316e8,000005fc,000000005af85f46,000000005af85f45,0
2645,2645,0,12494012,269963987,13775966,277768876,000000004ce316e8,257469975,39962902,39962902,262874166,302837068,257469975,000000004ce316e8,00000600,000000005af85f47,000000005af85f46,0
2646,2646,0,12494012,269963987,13775966,277768877,000000004ce316e8,257469976,39962902,39962902,262874167,302837068,257469975,000000004ce316e9,00000604,000000005af85f48,000000005af85f47,0
2647,2647,0,12494012,269963988,13775966,277768877,000000004ce316e9,257469976,39962902,39962902,262874167,302837069,257469976,000000004ce316ea,00000604,000000005af85f49,000000005af85f48,0
2648,2648,0,12494012,269963988,13775966,277768877,000000004ce316ea,257469976,39962902,39962902,262874167,302837069,257469976,000000004ce316ea,00000604,000000005af85f49,000000005af85f49,0
2649,2649,0,12494012,269963988,13775966,277768877,000000004ce316ea,257469976,39962902,39962902,262874167,302837069,257469976,000000004ce316eb,000005fc,000000005af85f4a,000000005af85f49,0
2650,2650,0,12494012,269963988,13775966,277768877,000000004ce316eb,257469976,39962902,39962902,262874167,302837069,257469976,000000004ce316eb,00000600,000000005af85f4b,000000005af85f4a,0
2651,2651,0,12494012,269963988,13775966,277768878,000000004ce316eb,257469977,39962902,39962902,262874168,302837069,257469976,000000004ce316ec,00000604,000000005af85f4c,000000005af85f4b,0
2652,2652,0,12494012,269963989,13775966,277768878,000000004ce316ec,257469977,39962902,39962902,262874168,302837070,257469977,000000004ce316ed,00000604,000000005af85f4d,000000005af85f4c,0
2653,2653,0,12494012,269963989,13775966,277768878,000000004ce316ed,257469977,39962902,39962902,262874168,302837070,257469977,000000004ce316ed,00000604,000000005af85f4d,000000005af85f4d,0
2654,2654,0,12494012,269963989,13775966,277768878,000000004ce316ed,257469977,39962902,39962902,262874168,302837070,257469977,000000004ce316ee,000005fc,000000005af85f4e,000000005af85f4d,0
2655,2655,0,12494012,269963989,13775966,277768878,000000004ce316ee,257469977,39962902,39962902,262874168,302837070,257469977,000000004ce316ee,00000600,000000005af85f4f,000000005af85f4e,0
2656,2656,0,12494012,269963989,13775966,277768879,000000004ce316ee,257469978,39962902,39962902,262874169,302837070,257469977,000000004ce316ef,00000604,000000005af85f50,000000005af85f4f,0
2657,2657,0,12494012,269963990,13775966,277768879,000000004ce316ef,257469978,39962902,39962902,262874169,302837071,257469978,000000004ce316f0,00000604,000000005af85f51,000000005af85f50,0
2658,2658,0,12494012,269963990,13775966,277768879,000000004ce316f0,257469978,39962902,39962902,262874169,302837071,257469978,000000004ce316f0,00000604,000000005af85f51,000000005af85f51,0
2659,2659,0,12494012,269963990,13775966,277768879,000000004ce316f0,257469978,39962902,39962902,262874169,302837071,257469978,000000004ce316f1,000005fc,000000005af85f52,000000005af85f51,0
2660,2660,0,12494012,269963990,13775966,277768879,000000004ce316f1,257469978,39962902,39962902,262874169,302837071,257469978,000000004ce316f1,00000600,000000005af85f53,000000005af85f52,0
2661,2661,0,12494012,269963990,13775966,277768880,000000004ce316f1,257469979,39962902,39962902,262874170,302837071,257469978,000000004ce316f2,00000604,000000005af85f54,000000005af85f53,0
2662,2662,0,12494012,269963991,13775966,277768880,000000004ce316f2,257469979,39962902,39962902,262874170,302837072,257469979,000000004ce316f3,00000604,000000005af85f55,000000005af85f54,0
2663,2663,0,12494012,269963991,13775966,277768880,000000004ce316f3,257469979,39962902,39962902,262874170,302837072,257469979,000000004ce316f3,00000604,000000005af85f55,000000005af85f55,0
2664,2664,0,12494012,269963991,13775966,277768880,000000004ce316f3,257469979,39962902,39962902,262874170,302837072,257469979,000000004ce316f4,000005fc,000000005af85f56,000000005af85f55,0
2665,2665,0,12494012,269963991,13775966,277768880,000000004ce316f4,257469979,39962902,39962902,262874170,302837072,257469979,000000004ce316f4,00000600,000000005af85f57,000000005af85f56,0
2666,2666,0,12494012,269963991,13775966,277768881,000000004ce316f4,257469980,39962902,39962902,262874171,302837072,257469979,000000004ce316f5,00000604,000000005af85f58,000000005af85f57,0
2667,2667,0,12494012,269963992,13775966,277768881,000000004ce316f5,257469980,39962902,39962902,262874171,302837073,257469980,000000004ce316f6,00000604,000000005af85f59,000000005af85f58,0
2668,2668,0,12494012,269963992,13775966,277768881,000000004ce316f6,257469980,39962902,39962902,262874171,302837073,257469980,000000004ce316f6,00000604,000000005af85f59,000000005af85f59,0
2669,2669,0,12494012,269963992,13775966,277768881,000000004ce316f6,257469980,39962902,39962902,262874171,302837073,257469980,000000004ce316f7,000005fc,000000005af85f5a,000000005af85f59,0
2670,2670,0,12494012,269963992,13775966,277768881,000000004ce316f7,257469980,39962902,39962902,262874171,302837073,257469980,000000004ce316f7,00000600,000000005af85f5b,000000005af85f5a,0
2671,2671,0,12494012,269963992,13775966,277768882,000000004ce316f7,257469981,39962902,39962902,262874172,302837073,257469980,000000004ce316f8,00000604,000000005af85f5c,000000005af85f5b,0
2672,2672,0,12494012,269963993,13775966,277768882,000000004ce316f8,257469981,39962902,39962902,262874172,302837074,257469981,000000004ce316f9,00000604,000000005af85f5d,000000005af85f5c,0
2673,2673,0,12494012,269963993,13775966,277768882,000000004ce316f9,257469981,39962902,39962902,262874172,302837074,257469981,000000004ce316f9,00000604,000000005af85f5d,000000005af85f5d,0
2674,2674,0,12494012,269963993,13775966,277768882,000000004ce316f9,257469981,39962902,39962902,262874172,302837074,257469981,000000004ce316fa,000005fc,000000005af85f5e,000000005af85f5d,0
2675,2675,0,12494012,269963993,13775966,277768882,000000004ce316fa,257469981,39962902,39962902,262874172,302837074,257469981,000000004ce316fa,00000600,000000005af85f5f,000000005af85f5e,0
2676,2676,0,12494012,269963993,13775966,277768883,000000004ce316fa,257469982,39962902,39962902,262874173,302837074,257469981,000000004ce316fb,00000604,000000005af85f60,000000005af85f5f,0
2677,2677,0,12494012,269963994,13775966,277768883,000000004ce316fb,257469982,39962902,39962902,262874173,302837075,257469982,000000004ce316fc,00000604,000000005af85f61,000000005af85f60,0
2678,2678,0,12494012,269963994,13775966,277768883,000000004ce316fc,257469982,39962902,39962902,262874173,302837075,257469982,000000004ce316fc,00000604,000000005af85f61,000000005af85f61,0
2679,2679,0,12494012,269963994,13775966,277768883,000000004ce316fc,257469982,39962902,39962902,262874173,302837075,257469982,000000004ce316fd,000005fc,000000005af85f62,000000005af85f61,0
2680,2680,0,12494012,269963994,13775966,277768883,000000004ce316fd,257469982,39962902,39962902,262874173,302837075,257469982,000000004ce316fd,00000600,000000005af85f63,000000005af85f62,0
2681,2681,0,12494012,269963994,13775966,277768884,000000004ce316fd,257469983,39962902,39962902,262874174,302837075,257469982,000000004ce316fe,00000604,000000005af85f64,000000005af85f63,0
2682,2682,0,12494012,269963995,13775966,277768884,000000004ce316fe,257469983,39962902,39962902,262874174,302837076,257469983,000000004ce316ff,00000604,000000005af85f65,000000005af85f64,0
2683,2683,0,12494012,269963995,13775966,277768884,000000004ce316ff,257469983,39962902,39962902,262874174,302837076,257469983,000000004ce316ff,00000604,000000005af85f65,000000005af85f65,0
2684,2684,0,12494012,269963995,13775966,277768884,000000004ce316ff,257469983,39962902,39962902,262874174,302837076,257469983,000000004ce31700,000005fc,000000005af85f66,000000005af85f65,0
2685,2685,0,12494012,269963995,13775966,277768884,000000004ce31700,257469983,39962902,39962902,262874174,302837076,257469983,000000004ce31700,00000600,000000005af85f67,000000005af85f66,0
2686,2686,0,12494012,269963995,13775966,277768885,000000004ce31700,257469984,39962902,39962902,262874175,302837076,257469983,000000004ce31701,00000604,000000005af85f68,000000005af85f67,0
2687,2687,0,12494012,269963996,13775966,277768885,000000004ce31701,257469984,39962902,39962902,262874175,302837077,257469984,000000004ce31702,00000604,000000005af85f69,000000005af85f68,0
2688,2688,0,12494012,269963996,13775966,277768885,000000004ce31702,257469984,39962902,39962902,262874175,302837077,257469984,000000004ce31702,00000604,000000005af85f69,000000005af85f69,0
2689,2689,0,12494012,269963996,13775966,277768885,000000004ce31702,257469984,39962902,39962902,262874175,302837077,257469984,000000004ce31703,000005fc,000000005af85f6a,000000005af85f69,0
2690,2690,0,12494012,269963996,13775966,277768885,000000004ce31703,257469984,39962902,39962902,262874175,302837077,257469984,000000004ce31703,00000600,000000005af85f6b,000000005af85f6a,0
2691,2691,0,12494012,269963996,13775966,277768886,000000004ce31703,257469985,39962902,39962902,262874176,302837077,257469984,000000004ce31704,00000604,000000005af85f6c,000000005af85f6b,0
2692,2692,0,12494012,269963997,13775966,277768886,000000004ce31704,257469985,39962902,39962902,262874176,302837078,257469985,000000004ce31705,00000604,000000005af85f6d,000000005af85f6c,0
2693,2693,0,12494012,269963997,13775966,277768886,000000004ce31705,257469985,39962902,39962902,262874176,302837078,257469985,000000004ce31705,00000604,000000005af85f6d,000000005af85f6d,0
2694,2694,0,12494012,269963997,13775966,277768886,000000004ce31705,257469985,39962902,39962902,262874176,302837078,257469985,000000004ce31706,000005fc,000000005af85f6e,000000005af85f6d,0
2695,2695,0,12494012,269963997,13775966,277768886,000000004ce31706,257469985,39962902,39962902,262874176,302837078,257469985,000000004ce31706,00000600,000000005af85f6f,000000005af85f6e,0
2696,2696,0,12494012,269963997,13775966,277768887,000000004ce31706,257469986,39962902,39962902,262874177,302837078,257469985,000000004ce31707,00000604,000000005af85f70,000000005af85f6f,0
2697,2697,0,12494012,269963998,13775966,277768887,000000004ce31707,257469986,39962902,39962902,262874177,302837079,257469986,000000004ce31708,00000604,000000005af85f71,000000005af85f70,0
2698,2698,0,12494012,269963998,13775966,277768887,000000004ce31708,257469986,39962902,39962902,262874177,302837079,257469986,000000004ce31708,00000604,000000005af85f71,000000005af85f71,0
